cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,curated_image,Tags,city,differentiating_tags,common_tags,differentiating_tags_str,common_tags_str
302269,LL1412,Nais Italian,Nais Italian offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Nais_Italian_Merchant.webp,couple-friendly|take-away|online-order|outdoor-seating|delivery-services|desserts|italian-cuisine|booking-and-reservations|wifi|basic-design|salads|restaurant|average-pricing|pizza|vegetarian-friendly|dine-in|pasta|casual-dining|accepts-cards,Dubai,"['pasta', 'salads', 'desserts', 'pizza', 'vegetarian-friendly', 'italian-cuisine', 'online-order', 'outdoor-seating', 'basic-design', 'booking-and-reservations', 'wifi', 'average-pricing']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",pasta|salads|desserts|pizza|vegetarian-friendly|italian-cuisine|online-order|outdoor-seating|basic-design|booking-and-reservations|wifi|average-pricing,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302268,LL1413,One Square Meal,One Square Meal offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/One_Square_Meal_Merchant.webp,couple-friendly|indian-cuisine|take-away|kebabs|online-order|biryani|curry|north-indian-cuisine|poultry|outdoor-seating|delivery-services|booking-and-reservations|live-music|wifi|basic-design|valet-parking|restaurant|private-dining|average-pricing|dine-in|momos|large-group-friendly|casual-dining|accepts-cards,Dubai,"['kebabs', 'biryani', 'momos', 'curry', 'north-indian-cuisine', 'poultry', 'live-music', 'indian-cuisine', 'private-dining', 'valet-parking', 'online-order', 'outdoor-seating']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",kebabs|biryani|momos|curry|north-indian-cuisine|poultry|live-music|indian-cuisine|private-dining|valet-parking|online-order|outdoor-seating,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302267,LL1415,Pizza Man,Pizza Man offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Pizza_Man_Merchant.webp,restaurant|pizza|delivery-services|italian-cuisine|dine-in|pasta|casual-dining,Dubai,"['pasta', 'pizza', 'italian-cuisine', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",pasta|pizza|italian-cuisine|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302273,LL1416,Punjab Bistro,Punjab Bistro offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Punjab_Bistro_Merchant.webp,couple-friendly|indian-cuisine|take-away|kebabs|online-order|biryani|curry|north-indian-cuisine|poultry|outdoor-seating|delivery-services|booking-and-reservations|live-music|wifi|basic-design|valet-parking|restaurant|private-dining|average-pricing|dine-in|momos|large-group-friendly|casual-dining|accepts-cards,Dubai,"['kebabs', 'biryani', 'momos', 'curry', 'north-indian-cuisine', 'poultry', 'live-music', 'indian-cuisine', 'private-dining', 'valet-parking', 'online-order', 'outdoor-seating']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",kebabs|biryani|momos|curry|north-indian-cuisine|poultry|live-music|indian-cuisine|private-dining|valet-parking|online-order|outdoor-seating,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302263,LL1419,Roll Baby Roll,Roll Baby Roll offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Roll_Baby_Roll_Merchant.webp,cafe|basic-design|casual-dining|dine-in|wifi|average-pricing|general|couple-friendly,Dubai,"['cafe', 'basic-design', 'wifi', 'general', 'average-pricing']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",cafe|basic-design|wifi|general|average-pricing,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302278,LL1420,Rosmarino Italian Restaurant,Rosmarino Italian Restaurant offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Rosmarino_Italian_Restaurant_Ajman_Hotel_Merchant.webp,couple-friendly|take-away|wines|delivery-services|desserts|italian-cuisine|premium|cafe|booking-and-reservations|private-dining|modern-design|kid-friendly|dine-in|casual-dining|accepts-cards,Ajman,"['desserts', 'wines', 'kid-friendly', 'private-dining', 'italian-cuisine', 'premium', 'modern-design', 'cafe', 'booking-and-reservations', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",desserts|wines|kid-friendly|private-dining|italian-cuisine|premium|modern-design|cafe|booking-and-reservations|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302259,LL1421,Shiraz For Special Kebab,Shiraz For Special Kebab,dining,https://dpimages.crayondata.com/high-res-image/resized/Shiraz_for_Special_Kebab_Merchant.webp,couple-friendly|take-away|arabian-cuisine|delivery-services|middle-eastern-cuisine|basic-design|restaurant|average-pricing|air-conditioned|dine-in|large-group-friendly|casual-dining|accepts-cards,Abu Dhabi,"['air-conditioned', 'middle-eastern-cuisine', 'arabian-cuisine', 'basic-design', 'average-pricing', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",air-conditioned|middle-eastern-cuisine|arabian-cuisine|basic-design|average-pricing|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302279,LL1425,The Avenue Bowling - Ajman Hotel,The Avenue Bowling - Ajman Hotel offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/The_Bowling_Avenue_Ajman_Hotel_image.webp,couple-friendly|beers|tv|parking-available|wines|lunch-and-dinner|wheelchair-access|bars-and-pubs|serves-alcohol-full-bar|international-cuisine|games|american-cuisine|wifi|other-design|dine-in|european-cuisine|large-group-friendly|casual-dining|accepts-cards,Ajman,"['games', 'bars-and-pubs', 'european-cuisine', 'beers', 'wines', 'american-cuisine', 'tv', 'parking-available', 'other-design', 'wheelchair-access', 'lunch-and-dinner', 'international-cuisine']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",games|bars-and-pubs|european-cuisine|beers|wines|american-cuisine|tv|parking-available|other-design|wheelchair-access|lunch-and-dinner|international-cuisine,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302261,LL1427,Yalla Momos,Yalla Momos offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Yalla_Momos_Merchant.webp,couple-friendly|take-away|online-order|indo-chinese|poultry|outdoor-seating|delivery-services|booking-and-reservations|basic-design|restaurant|average-pricing|kid-friendly|air-conditioned|dine-in|momos|casual-dining|accepts-cards,Dubai,"['indo-chinese', 'momos', 'poultry', 'air-conditioned', 'kid-friendly', 'online-order', 'outdoor-seating', 'basic-design', 'booking-and-reservations', 'average-pricing', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",indo-chinese|momos|poultry|air-conditioned|kid-friendly|online-order|outdoor-seating|basic-design|booking-and-reservations|average-pricing|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302265,LL1428,Yum Momos,Yum Momos offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Yum_Momos_Merchant.webp,indian-cuisine|take-away|online-order|restaurant|average-pricing|fast-food|outdoor-seating|delivery-services|dine-in|accepts-cards,Dubai,"['indian-cuisine', 'fast-food', 'online-order', 'outdoor-seating', 'average-pricing', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",indian-cuisine|fast-food|online-order|outdoor-seating|average-pricing|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
302285,LL1429,Zala - Bab Al Shams,Zala - Bab Al Shams offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Zala_Bab_Al_Shams_A_Rare_Find_Desert_Resort_Merchant.webp,couple-friendly|parking-available|lunch-and-dinner|wheelchair-access|brunch|outdoor-seating|mediterranean-cuisine|booking-and-reservations|wifi|buffet|restaurant|dine-in|large-group-friendly|casual-dining|breakfast|accepts-cards,Dubai,"['mediterranean-cuisine', 'brunch', 'parking-available', 'wheelchair-access', 'lunch-and-dinner', 'buffet', 'outdoor-seating', 'booking-and-reservations', 'wifi', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",mediterranean-cuisine|brunch|parking-available|wheelchair-access|lunch-and-dinner|buffet|outdoor-seating|booking-and-reservations|wifi|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305057,LL1305,Al Hadheerah - Bab Al Shams,Al Hadheerah - Bab Al Shams offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Al_Hadheerah_Bab_Al_Shams_A_Rare_Finds_Desert_Resort_Merchant001.webp,validated-parking|outdoor-seating|live-cooking|serves-alcohol-full-bar|vegan|halal|valet-parking|live-entertainment|gluten-free|modern-design|highchair-available|large-group-friendly|couple-friendly|parking-available|dinner|wheelchair-access|vegetarian-friendly|middle-eastern-cuisine|booking-and-reservations|live-music|wifi|buffet|restaurant|private-dining|dine-in|seafood|barbeque|casual-dining|accepts-cards,Dubai,"['live-entertainment', 'barbeque', 'halal', 'highchair-available', 'live-cooking', 'validated-parking', 'seafood', 'dinner', 'live-music', 'vegan', 'gluten-free', 'vegetarian-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",live-entertainment|barbeque|halal|highchair-available|live-cooking|validated-parking|seafood|dinner|live-music|vegan|gluten-free|vegetarian-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305059,LL1452,Cafe on First - Ajman Hotel,Cafe on First - Ajman Hotel offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Cafe_on_First_Ajman_Hotel__Merchant.webp,fast-food|average-pricing|local-cuisine|dine-in|accepts-cards|cafe|basic-design|take-away,Ajman,"['local-cuisine', 'fast-food', 'cafe', 'basic-design', 'average-pricing']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",local-cuisine|fast-food|cafe|basic-design|average-pricing,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305061,LL1453,Daily Express Restaurant,Daily Express Restaurant offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Daily_Express_Restaurant_Merchant.webp,fast-casual-dining|restaurant|couple-friendly|general|dine-in|online-order|desserts|smoothies|juice-shop|basic-design|parking-available|juices|air-conditioned|delivery-services,Dubai,"['smoothies', 'juice-shop', 'juices', 'desserts', 'air-conditioned', 'parking-available', 'fast-casual-dining', 'online-order', 'basic-design', 'general', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",smoothies|juice-shop|juices|desserts|air-conditioned|parking-available|fast-casual-dining|online-order|basic-design|general|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305063,LL1455,Khayal - Marriott Hotel Al Forsan,Khayal - Marriott Hotel Al Forsan offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Khayal__Marriott_Al_Forsan_Merchant.webp,restaurant|couple-friendly|dinner|dine-in|international-cuisine|large-group-friendly|lunch|buffet|casual-dining|local-cuisine|breakfast,Abu Dhabi,"['local-cuisine', 'lunch', 'dinner', 'international-cuisine', 'buffet', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",local-cuisine|lunch|dinner|international-cuisine|buffet|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305054,LL227,La Piazza Restaurant,La Piazza Restaurant offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/La_Piazza_Restaurant_Copthorne_Downtown_AUH_Merchant.webp,validated-parking|valet-parking|accepts-cards|serves-alcohol-full-bar|modern-design|bars-and-pubs|wines|dinner|booking-and-reservations|dine-in|vegetarian-friendl|vegan|large-group-friendly|take-away|breakfast|international-cuisine|parking-available|australian-cuisine|wifi|casual-dining|lunch|luxury,Abu Dhabi,"['vegetarian-friendl', 'australian-cuisine', 'bars-and-pubs', 'validated-parking', 'lunch', 'wines', 'dinner', 'vegan', 'luxury', 'parking-available', 'modern-design', 'international-cuisine']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",vegetarian-friendl|australian-cuisine|bars-and-pubs|validated-parking|lunch|wines|dinner|vegan|luxury|parking-available|modern-design|international-cuisine,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305067,LL1456,"Marriott Hotel Al Forsan, Abu Dhabi","Marriott Hotel Al Forsan, Abu Dhabi offers products under dining category. For more info about the brand visit store directly",dining,https://dpimages.crayondata.com/high-res-image/resized/Marriott_Al_Forsan_Merchant.webp,hot-tub|allergy-free-room|soundproof-room|laundry-service|spa|tv|eat-outs|beachfront|business-meeting|security|bar|tour-desk|banquet-hall|shuttle-service|swimming-pool|room-service|modern-design|mini-bar|kids-and-family|sun-terrace|concierge|marriott|suite|landmark|dry-cleaning|24-by-7-support|beach|designated-smoking-area|atm|babysitting|fishing|currency-exchange|parks-and-gardens|fitness-centre|air-conditioner|double-room|sea-view|pool-bar|family-room|airport-transportation|free-internet|photocopier|non-smoking-room|restaurant|desk|free-toiletries|multilingual-staff|house-keeping|luggage-storage|5-star|couple|sauna|business-centre|king-room|public-transport|front-desk|disabled-friendly|jacuzzi,Abu Dhabi,"['beachfront', 'marriott', 'king-room', 'allergy-free-room', 'fishing', 'hot-tub', 'security', 'tour-desk', 'concierge', 'suite', 'beach', 'parks-and-gardens']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",beachfront|marriott|king-room|allergy-free-room|fishing|hot-tub|security|tour-desk|concierge|suite|beach|parks-and-gardens,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305065,LL1457,Nara Perfumery,Nara Perfumery offers products under retail stores category. For more info about the brand visit https://www.parfumsnajmi.com,retail stores,https://dpimages.crayondata.com/high-res-image/resized/Nara_Perfumery_Merchant.webp,perfumery|regular-retail-store|24-by-7|basic-service|health-and-beauty|online-and-in-store|delivery-service|shopping-mall,all,"['24-by-7', 'shopping-mall', 'perfumery', 'health-and-beauty', 'delivery-service']","['online-and-in-store', 'regular-retail-store', 'basic-service']",24-by-7|shopping-mall|perfumery|health-and-beauty|delivery-service,online-and-in-store|regular-retail-store|basic-service
305066,LL1459,Parfums Najmi,For more info visit www.parfumsnajmi.com,retail stores,https://dpimages.crayondata.com/high-res-image/resized/offer/Parfums_Najmi_offer.webp,local|basic-service|perfumery|health-and-beauty|regular-retail-store|in-store,all,"['local', 'in-store', 'perfumery', 'health-and-beauty']","['online-and-in-store', 'regular-retail-store', 'basic-service']",local|in-store|perfumery|health-and-beauty,online-and-in-store|regular-retail-store|basic-service
305055,LL125,Spaccanapoli Ristorante,Spaccanapoli Ristorante - Crowne Plaza Abu Dhabi offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Spaccanapoli_Ristorante_Millennium_Downtown_AUH_Merchant.webp,kid-friendly|booking-and-reservations|dine-in|gluten-free|serves-alcohol-full-bar|wines|online-order|italian-cuisine|casual-dining|delivery-services|pasta|luxury|restaurant|other-design|couple-friendly|accepts-cards|pizza|valet-parking|large-group-friendly|wifi|chain-outlet|happy-hours,Abu Dhabi,"['happy-hours', 'pasta', 'chain-outlet', 'wines', 'gluten-free', 'pizza', 'kid-friendly', 'luxury', 'other-design', 'italian-cuisine', 'serves-alcohol-full-bar', 'valet-parking']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",happy-hours|pasta|chain-outlet|wines|gluten-free|pizza|kid-friendly|luxury|other-design|italian-cuisine|serves-alcohol-full-bar|valet-parking,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305062,LL1462,Stay Bakery & Cafe,Stay Bakery & Cafe offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Stay_Cafe_Merchant.webp,dine-in|bakery|cafe|general|fast-casual-dining|take-away|accepts-cards|desserts|average-pricing,Dubai,"['bakery', 'desserts', 'fast-casual-dining', 'cafe', 'general', 'average-pricing']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",bakery|desserts|fast-casual-dining|cafe|general|average-pricing,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305060,LL1463,The Coop House,The Coop House offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/The_Coop_House_Merchant.webp,basic-design|kid-friendly|casual-dining|dine-in|large-group-friendly|breakfast|accepts-cards|average-pricing|seafood|restaurant|general|couple-friendly,Dubai,"['seafood', 'kid-friendly', 'basic-design', 'general', 'average-pricing', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",seafood|kid-friendly|basic-design|general|average-pricing|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305056,LL131,The Garden Restaurant,The Garden Restaurant - Crowne Plaza Abu Dhabi offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/The_Garden_Restaurant_Millennium_Downtown_AUH_Merchant.webp,american-cuisine|salads|booking-and-reservations|dine-in|serves-alcohol-full-bar|casual-dining|breakfast|luxury|restaurant|other-design|couple-friendly|accepts-cards|valet-parking|large-group-friendly|chain-outlet|seafood,Abu Dhabi,"['salads', 'chain-outlet', 'seafood', 'american-cuisine', 'luxury', 'other-design', 'serves-alcohol-full-bar', 'valet-parking', 'booking-and-reservations', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",salads|chain-outlet|seafood|american-cuisine|luxury|other-design|serves-alcohol-full-bar|valet-parking|booking-and-reservations|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305064,LL1464,The Grill-Marriott Hotel Al Forsan,The Grill-Marriott Hotel Al Forsan offers products under retail stores category. For more info about the brand visit https://www.naraperfumery.com,retail stores,https://dpimages.crayondata.com/high-res-image/resized/The_Grill_Marriott_Al_Forsan_Merchant.webp,international-cuisine|restaurant|booking-and-reservations|premium|dine-in|casual-dining,Abu Dhabi,"['international-cuisine', 'restaurant', 'booking-and-reservations', 'dine-in', 'premium', 'casual-dining']","['online-and-in-store', 'regular-retail-store', 'basic-service']",international-cuisine|restaurant|booking-and-reservations|dine-in|premium|casual-dining,online-and-in-store|regular-retail-store|basic-service
305929,LL1465,Caramalize,Caramalize offers products under dining category. For more info about the brand visit https://order.caramalize.com,dining,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Merchant.webp,food|dining|take-away|kid-friendly|bakery|online-order|cafe|general|dessert-parlour|cakes|affordable|casual-dining|chain-outlet|delivery-services,Dubai,"['dessert-parlour', 'food', 'dining', 'bakery', 'chain-outlet', 'cakes', 'kid-friendly', 'affordable', 'online-order', 'cafe', 'general', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",dessert-parlour|food|dining|bakery|chain-outlet|cakes|kid-friendly|affordable|online-order|cafe|general|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305928,LL1465,Caramalize,Caramalize offers products under dining category. For more info about the brand visit https://order.caramalize.com,dining,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Merchant.webp,food|dining|take-away|kid-friendly|bakery|online-order|cafe|general|dessert-parlour|cakes|affordable|casual-dining|chain-outlet|delivery-services,all,"['dessert-parlour', 'food', 'dining', 'bakery', 'chain-outlet', 'cakes', 'kid-friendly', 'affordable', 'online-order', 'cafe', 'general', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",dessert-parlour|food|dining|bakery|chain-outlet|cakes|kid-friendly|affordable|online-order|cafe|general|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305934,LL1466,Copthorne Downtown Abu Dhabi,Copthorne Downtown Abu Dhabi,dining,https://dpimages.crayondata.com/high-res-image/resized/CopthorneDowntownAbuDhabi_Img.webp,airport|backpacker|studio|security|soundproof-room|fitness-centre|modern-design|zoo|room-service|free-toiletries|nature-and-wildlife|museum|non-smoking-room|swimming-pool|free-internet|millennium|club-room|jacuzzi|public-transport|airport-transportation|bar|buffet-breakfast|tv|city-view|couple|breakfast-included|valet-parking|desk|business-traveller|hot-tub|currency-exchange|kids-and-family|24-by-7-support|concierge|garden|photocopier|luggage-storage|restaurant|parks-and-gardens|banquet-hall|hotel|4-star|laundry-service|shuttle-service|beach|dry-cleaning|house-keeping|designated-smoking-area|business-centre|sauna|queen-room|bathrobe|double-room|large-group|air-conditioner|family-room|business-meeting|front-desk|bath-tub|eat-outs|sun-terrace,Abu Dhabi,"['studio', 'zoo', 'museum', 'queen-room', 'bath-tub', 'airport', 'nature-and-wildlife', 'millennium', 'club-room', 'garden', 'backpacker', 'security']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",studio|zoo|museum|queen-room|bath-tub|airport|nature-and-wildlife|millennium|club-room|garden|backpacker|security,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305894,DP373,Dubai Crocodile Park,Dubai Crocodile Park offers products under entertainment category. For more info about the brand visit https://www.dubaicrocodilepark.com/,entertainment,https://dpimages.crayondata.com/high-res-image/resized/dubai_croc_merchant001.webp,wildlife-animals|wildlife|zoos,Dubai,"['wildlife-animals', 'wildlife', 'zoos']",['sports-and-recreation'],wildlife-animals|wildlife|zoos,sports-and-recreation
305933,LL1467,Kingsgate Hotel Abu Dhabi By Millennium,Kingsgate Hotel Abu Dhabi By Millennium offers products under travel category. For more info about the brand visit store directly,travel,https://dpimages.crayondata.com/high-res-image/resized/Room_Rates_Kingsgate_Hotel_AUH_Merchant.webp,banquet-hall|clean-rooms|bar|backpacker|eat-outs|luxury-hotel|business-center|suite|double-room|non-smoking-room|wheelchair-access|business-traveller|sauna|shuttle-service|millennium|tour-desk|house-keeping|free-toiletries|disabled-friendly|sun-terrace|bathrobe|public-transport|free-internet|atm|beach|allergy-free-room|kids-activities|landmark|spacious-rooms|multilingual-staff|parks-and-gardens|mini-bar|family-room|tv|photocopier|refrigerator|spacious-bathrooms|business-meeting|club-room|city-view|swimming-pool|fitness-center|buffet-breakfast|lounge|desk|room-service|kitchenette|restaurant|free-parking|couple|soundproof-room|marine-life|luggage-storage|adjoining-room|currency-exchange|hair-dryer|modern-design|nature-and-wildlife|5-star|laundry-service|pool-bar|babysitting|kids-and-family|monument|breakfast-included|large-group,Abu Dhabi,"['millennium', 'lounge', 'marine-life', 'monument', 'public-transport', 'spacious-bathrooms', 'buffet-breakfast', 'adjoining-room', 'breakfast-included', 'atm', 'spacious-rooms', 'club-room']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",millennium|lounge|marine-life|monument|public-transport|spacious-bathrooms|buffet-breakfast|adjoining-room|breakfast-included|atm|spacious-rooms|club-room,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
305935,LL1469,Millennium Downtown Abu Dhabi,Millennium Downtown Abu Dhabi,dining,https://dpimages.crayondata.com/high-res-image/resized/millenniumhotelsImg.webp,banquet-hall|clean-rooms|bar|backpacker|eat-outs|luxury-hotel|business-center|suite|double-room|non-smoking-room|wheelchair-access|business-traveller|sauna|shuttle-service|millennium|tour-desk|house-keeping|free-toiletries|disabled-friendly|sun-terrace|bathrobe|public-transport|free-internet|atm|beach|allergy-free-room|kids-activities|landmark|spacious-rooms|multilingual-staff|parks-and-gardens|mini-bar|family-room|tv|photocopier|refrigerator|spacious-bathrooms|business-meeting|club-room|city-view|swimming-pool|fitness-center|buffet-breakfast|lounge|desk|room-service|kitchenette|restaurant|free-parking|couple|soundproof-room|marine-life|luggage-storage|adjoining-room|currency-exchange|hair-dryer|modern-design|nature-and-wildlife|5-star|laundry-service|pool-bar|babysitting|kids-and-family|monument|breakfast-included|large-group,Abu Dhabi,"['clean-rooms', 'business-center', 'spacious-rooms', 'refrigerator', 'spacious-bathrooms', 'lounge', 'kitchenette', 'marine-life', 'adjoining-room', 'monument', 'luxury-hotel', 'millennium']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",clean-rooms|business-center|spacious-rooms|refrigerator|spacious-bathrooms|lounge|kitchenette|marine-life|adjoining-room|monument|luxury-hotel|millennium,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
305930,LL1475,World Of Asia,World Of Asia offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/World_Of_Asia_Merchant.webp,restaurant|couple-friendly|average-pricing|dine-in|modern-design|international-cuisine|large-group-friendly|fine-dining|take-away|breakfast,Abu Dhabi,"['fine-dining', 'modern-design', 'international-cuisine', 'average-pricing', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",fine-dining|modern-design|international-cuisine|average-pricing|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
307360,LL1476,Dollar Car Rental,Dollar Car Rental offers products under personal service providers category. For more info about the brand visit https://www.dollaruae.com,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Dollar_Car_Rental_Merchant.webp,rental-services|transportation|car-rental,all,"['transportation', 'rental-services', 'car-rental']",[],transportation|rental-services|car-rental,
307365,BE11968,JYSK,Jysk offers products under retail stores category. For more info about the brand visit https://jysk.ae/,retail stores,https://dpimages.crayondata.com/high-res-image/resized/JYSK_Eid_Offer_Merchant.webp,multi-brand|home-and-kitchen|computer-and-electronics|furniture|home-furnishings|home-appliances|regular-retail-store|average-pricing|basic-service|standalone-store|online-and-in-store,all,"['standalone-store', 'average-pricing', 'furniture', 'home-furnishings', 'multi-brand', 'home-appliances', 'computer-and-electronics', 'home-and-kitchen']","['online-and-in-store', 'regular-retail-store', 'basic-service']",standalone-store|average-pricing|furniture|home-furnishings|multi-brand|home-appliances|computer-and-electronics|home-and-kitchen,online-and-in-store|regular-retail-store|basic-service
